,age,num_medications,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,0 - 9,1-9,-0.9,3.0,3.8,-5.6,4.7,0,,,,,
1,0 - 9,10-19,2.2,0.0,6.9,-2.5,4.7,0,,,,,
2,0 - 9,20-29,-2.1,0.0,2.6,-6.9,4.7,0,,,,,
3,0 - 9,30-39,0.2,0.0,4.9,-4.5,4.7,0,,,,,
4,0 - 9,40-49,-11.8,0.0,-7.1,-16.5,4.7,0,,,,,
5,0 - 9,50-89,6.1,0.0,10.8,1.3,4.7,0,,,,,
6,10 - 19,1-9,-5.0,4.0,-0.3,-9.7,4.7,0,,,,,
7,10 - 19,10-19,10.2,2.0,14.9,5.5,4.7,0,,,,,
8,10 - 19,20-29,-3.3,1.0,1.4,-8.0,4.7,0,,,,,
9,10 - 19,30-39,-1.9,0.0,2.8,-6.6,4.7,0,,,,,
10,10 - 19,40-49,0.8,0.0,5.5,-3.9,4.7,0,,,,,
11,10 - 19,50-89,7.3,0.0,12.0,2.6,4.7,0,,,,,
12,20 - 29,1-9,-15.0,3.0,-10.3,-19.7,4.7,0,,,,,
13,20 - 29,10-19,4.1,4.0,8.9,-0.6,4.7,0,,,,,
14,20 - 29,20-29,0.4,0.0,5.1,-4.3,4.7,0,,,,,
15,20 - 29,30-39,-0.1,0.0,4.6,-4.8,4.7,0,,,,,
16,20 - 29,40-49,2.6,0.0,7.3,-2.2,4.7,0,,,,,
17,20 - 29,50-89,-3.8,0.0,0.9,-8.5,4.7,0,,,,,
18,30 - 39,1-9,-9.6,1.0,-4.9,-14.3,4.7,0,,,,,
19,30 - 39,10-19,20.6,25.0,25.4,15.9,4.7,0,,,,,
20,30 - 39,20-29,0.1,5.0,4.9,-4.6,4.7,0,,,,,
21,30 - 39,30-39,-0.6,1.0,4.1,-5.3,4.7,0,,,,,
22,30 - 39,40-49,1.4,0.0,6.1,-3.3,4.7,0,,,,,
23,30 - 39,50-89,-0.2,0.0,4.5,-4.9,4.7,0,,,,,
24,40 - 49,1-9,20.2,22.0,24.9,15.5,4.7,0,,,,,
25,40 - 49,10-19,49.1,47.0,53.8,44.4,4.7,0,,,,,
26,40 - 49,20-29,21.7,20.0,26.4,17.0,4.7,0,,,,,
27,40 - 49,30-39,5.6,7.0,10.3,0.9,4.7,0,,,,,
28,40 - 49,40-49,0.7,2.0,5.4,-4.1,4.7,0,,,,,
29,40 - 49,50-89,10.4,0.0,15.1,5.7,4.7,0,,,,,
30,50 - 59,1-9,43.7,36.0,48.4,39.0,4.7,0,,,,,
31,50 - 59,10-19,80.6,78.0,85.3,75.8,4.7,0,,,,,
32,50 - 59,20-29,39.5,36.0,44.2,34.8,4.7,0,,,,,
33,50 - 59,30-39,8.3,9.0,13.0,3.6,4.7,0,,,,,
34,50 - 59,40-49,0.7,1.0,5.4,-4.1,4.7,0,,,,,
35,50 - 59,50-89,-0.7,0.0,4.0,-5.5,4.7,0,,,,,
36,60 - 69,1-9,27.5,31.0,32.3,22.8,4.7,0,,,,,
37,60 - 69,10-19,106.6,98.0,111.4,101.9,4.7,0,,,,,
38,60 - 69,20-29,70.4,71.0,75.1,65.7,4.7,0,,,,,
39,60 - 69,30-39,14.5,15.0,19.2,9.7,4.7,0,,,,,
40,60 - 69,40-49,3.7,4.0,8.5,-1.0,4.7,0,,,,,
41,60 - 69,50-89,2.0,3.0,6.7,-2.7,4.7,0,,,,,
42,70 - 79,1-9,32.2,41.0,36.9,27.4,4.7,0,,,,,
43,70 - 79,10-19,145.1,151.0,149.8,140.4,4.7,0,,,,,
44,70 - 79,20-29,57.1,55.0,61.8,52.4,4.7,0,,,,,
45,70 - 79,30-39,14.1,13.0,18.8,9.3,4.7,0,,,,,
46,70 - 79,40-49,-7.6,2.0,-2.9,-12.3,4.7,0,,,,,
47,70 - 79,50-89,-1.7,0.0,3.0,-6.4,4.7,0,,,,,
48,80 - 89,1-9,38.6,46.0,43.4,33.9,4.7,0,,,,,
49,80 - 89,10-19,90.2,90.0,94.9,85.4,4.7,0,,,,,
50,80 - 89,20-29,28.4,29.0,33.1,23.7,4.7,0,,,,,
51,80 - 89,30-39,1.2,9.0,5.9,-3.5,4.7,0,,,,,
52,80 - 89,40-49,0.5,0.0,5.2,-4.2,4.7,0,,,,,
53,80 - 89,50-89,3.1,0.0,7.8,-1.6,4.7,0,,,,,
54,90 - 99,1-9,5.0,7.0,9.7,0.3,4.7,0,,,,,
55,90 - 99,10-19,22.1,21.0,26.8,17.4,4.7,0,,,,,
56,90 - 99,20-29,6.0,6.0,10.7,1.2,4.7,0,,,,,
57,90 - 99,30-39,0.0,0.0,4.8,-4.7,4.7,0,,,,,
58,90 - 99,40-49,0.7,1.0,5.4,-4.0,4.7,0,,,,,
59,90 - 99,50-89,5.2,0.0,9.9,0.5,4.7,0,,,,,
60,0 - 9,1-9,1.4,3.0,3.7,-1.0,2.4,1,-0.9,3.0,-5.6,3.8,4.7
61,0 - 9,10-19,-3.5,0.0,-1.2,-5.9,2.4,1,2.2,0.0,-2.5,6.9,4.7
62,0 - 9,20-29,-0.4,0.0,2.0,-2.8,2.4,1,-2.1,0.0,-6.9,2.6,4.7
63,0 - 9,30-39,0.7,0.0,3.0,-1.7,2.4,1,0.2,0.0,-4.5,4.9,4.7
64,0 - 9,40-49,-3.7,0.0,-1.4,-6.1,2.4,1,-11.8,0.0,-16.5,-7.1,4.7
65,0 - 9,50-89,6.6,0.0,9.0,4.3,2.4,1,6.1,0.0,1.3,10.8,4.7
66,10 - 19,1-9,0.2,4.0,2.5,-2.2,2.4,1,-5.0,4.0,-9.7,-0.3,4.7
67,10 - 19,10-19,9.2,2.0,11.6,6.9,2.4,1,10.2,2.0,5.5,14.9,4.7
68,10 - 19,20-29,-0.7,1.0,1.7,-3.1,2.4,1,-3.3,1.0,-8.0,1.4,4.7
69,10 - 19,30-39,-1.7,0.0,0.7,-4.0,2.4,1,-1.9,0.0,-6.6,2.8,4.7
70,10 - 19,40-49,-0.3,0.0,2.0,-2.7,2.4,1,0.8,0.0,-3.9,5.5,4.7
71,10 - 19,50-89,2.8,0.0,5.1,0.4,2.4,1,7.3,0.0,2.6,12.0,4.7
72,20 - 29,1-9,-6.3,3.0,-4.0,-8.7,2.4,1,-15.0,3.0,-19.7,-10.3,4.7
73,20 - 29,10-19,7.8,4.0,10.2,5.4,2.4,1,4.1,4.0,-0.6,8.9,4.7
74,20 - 29,20-29,2.3,0.0,4.6,-0.1,2.4,1,0.4,0.0,-4.3,5.1,4.7
75,20 - 29,30-39,0.7,0.0,3.1,-1.6,2.4,1,-0.1,0.0,-4.8,4.6,4.7
76,20 - 29,40-49,-7.1,0.0,-4.7,-9.5,2.4,1,2.6,0.0,-2.2,7.3,4.7
77,20 - 29,50-89,0.8,0.0,3.1,-1.6,2.4,1,-3.8,0.0,-8.5,0.9,4.7
78,30 - 39,1-9,-11.7,1.0,-9.3,-14.1,2.4,1,-9.6,1.0,-14.3,-4.9,4.7
79,30 - 39,10-19,23.4,25.0,25.7,21.0,2.4,1,20.6,25.0,15.9,25.4,4.7
80,30 - 39,20-29,2.1,5.0,4.5,-0.2,2.4,1,0.1,5.0,-4.6,4.9,4.7
81,30 - 39,30-39,0.6,1.0,2.9,-1.8,2.4,1,-0.6,1.0,-5.3,4.1,4.7
82,30 - 39,40-49,1.1,0.0,3.5,-1.2,2.4,1,1.4,0.0,-3.3,6.1,4.7
83,30 - 39,50-89,0.3,0.0,2.6,-2.1,2.4,1,-0.2,0.0,-4.9,4.5,4.7
84,40 - 49,1-9,17.8,22.0,20.2,15.5,2.4,1,20.2,22.0,15.5,24.9,4.7
85,40 - 49,10-19,49.6,47.0,51.9,47.2,2.4,1,49.1,47.0,44.4,53.8,4.7
86,40 - 49,20-29,23.8,20.0,26.1,21.4,2.4,1,21.7,20.0,17.0,26.4,4.7
87,40 - 49,30-39,4.7,7.0,7.1,2.4,2.4,1,5.6,7.0,0.9,10.3,4.7
88,40 - 49,40-49,-0.1,2.0,2.2,-2.5,2.4,1,0.7,2.0,-4.1,5.4,4.7
89,40 - 49,50-89,4.7,0.0,7.1,2.4,2.4,1,10.4,0.0,5.7,15.1,4.7
90,50 - 59,1-9,42.3,36.0,44.7,39.9,2.4,1,43.7,36.0,39.0,48.4,4.7
91,50 - 59,10-19,77.8,78.0,80.1,75.4,2.4,1,80.6,78.0,75.8,85.3,4.7
92,50 - 59,20-29,37.5,36.0,39.8,35.1,2.4,1,39.5,36.0,34.8,44.2,4.7
93,50 - 59,30-39,9.2,9.0,11.6,6.9,2.4,1,8.3,9.0,3.6,13.0,4.7
94,50 - 59,40-49,0.9,1.0,3.2,-1.5,2.4,1,0.7,1.0,-4.1,5.4,4.7
